Location,Month,Population,Antibiotic,Class,Spectrum,Is_Combination,Quantity_Sold,Latitude,Longitude
Gwalior,2025-11,1300000,Azithromycin,Macrolide,Broad,0,3635,26.22,78.18
Gwalior,2025-11,1300000,Cefixime,Cephalosporin,Broad,0,2981,26.22,78.18
Gwalior,2025-11,1300000,Ceftriaxone,Cephalosporin,Broad,0,1035,26.22,78.18
Gwalior,2025-11,1300000,Ciprofloxacin,Fluoroquinolone,Broad,0,2597,26.22,78.18
Gwalior,2025-11,1300000,Doxycycline,Tetracycline,Broad,0,2174,26.22,78.18
Gwalior,2025-11,1300000,Metronidazole,Nitroimidazole,Narrow,0,1921,26.22,78.18
Gwalior,2025-11,1300000,Cotrimoxazole,Sulfonamide combination,Broad,1,1720,26.22,78.18
Gwalior,2025-11,1300000,Meropenem,Carbapenem,Very Broad,0,140,26.22,78.18
Gwalior,2025-12,1300000,Amoxicillin,Penicillin,Narrow,0,2575,26.22,78.18
Gwalior,2025-12,1300000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,4604,26.22,78.18
Gwalior,2025-12,1300000,Azithromycin,Macrolide,Broad,0,3220,26.22,78.18
Gwalior,2025-12,1300000,Cefixime,Cephalosporin,Broad,0,2877,26.22,78.18
Gwalior,2025-12,1300000,Ceftriaxone,Cephalosporin,Broad,0,1125,26.22,78.18
Gwalior,2025-12,1300000,Ciprofloxacin,Fluoroquinolone,Broad,0,2569,26.22,78.18
Gwalior,2025-12,1300000,Doxycycline,Tetracycline,Broad,0,1870,26.22,78.18
Gwalior,2025-12,1300000,Metronidazole,Nitroimidazole,Narrow,0,1921,26.22,78.18
Gwalior,2025-12,1300000,Cotrimoxazole,Sulfonamide combination,Broad,1,1905,26.22,78.18
Gwalior,2025-12,1300000,Meropenem,Carbapenem,Very Broad,0,136,26.22,78.18
Ujjain,2024-01,700000,Amoxicillin,Penicillin,Narrow,0,1666,23.18,75.78
Ujjain,2024-01,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2906,23.18,75.78
Ujjain,2024-01,700000,Azithromycin,Macrolide,Broad,0,2079,23.18,75.78
Ujjain,2024-01,700000,Cefixime,Cephalosporin,Broad,0,1564,23.18,75.78
Ujjain,2024-01,700000,Ceftriaxone,Cephalosporin,Broad,0,564,23.18,75.78
Ujjain,2024-01,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1192,23.18,75.78
Ujjain,2024-01,700000,Doxycycline,Tetracycline,Broad,0,1093,23.18,75.78
Ujjain,2024-01,700000,Metronidazole,Nitroimidazole,Narrow,0,1022,23.18,75.78
Ujjain,2024-01,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,977,23.18,75.78
Ujjain,2024-01,700000,Meropenem,Carbapenem,Very Broad,0,67,23.18,75.78
Ujjain,2024-02,700000,Amoxicillin,Penicillin,Narrow,0,1890,23.18,75.78
Ujjain,2024-02,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2470,23.18,75.78
Ujjain,2024-02,700000,Azithromycin,Macrolide,Broad,0,1885,23.18,75.78
Ujjain,2024-02,700000,Cefixime,Cephalosporin,Broad,0,1606,23.18,75.78
Ujjain,2024-02,700000,Ceftriaxone,Cephalosporin,Broad,0,593,23.18,75.78
Ujjain,2024-02,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1537,23.18,75.78
Ujjain,2024-02,700000,Doxycycline,Tetracycline,Broad,0,1106,23.18,75.78
Ujjain,2024-02,700000,Metronidazole,Nitroimidazole,Narrow,0,1167,23.18,75.78
Ujjain,2024-02,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,1037,23.18,75.78
Ujjain,2024-02,700000,Meropenem,Carbapenem,Very Broad,0,77,23.18,75.78
Ujjain,2024-03,700000,Amoxicillin,Penicillin,Narrow,0,1738,23.18,75.78
Ujjain,2024-03,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2967,23.18,75.78
Ujjain,2024-03,700000,Azithromycin,Macrolide,Broad,0,2402,23.18,75.78
Ujjain,2024-03,700000,Cefixime,Cephalosporin,Broad,0,1643,23.18,75.78
Ujjain,2024-03,700000,Ceftriaxone,Cephalosporin,Broad,0,667,23.18,75.78
Ujjain,2024-03,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1363,23.18,75.78
Ujjain,2024-03,700000,Doxycycline,Tetracycline,Broad,0,1316,23.18,75.78
Ujjain,2024-03,700000,Metronidazole,Nitroimidazole,Narrow,0,1277,23.18,75.78
Ujjain,2024-03,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,1086,23.18,75.78
Ujjain,2024-03,700000,Meropenem,Carbapenem,Very Broad,0,90,23.18,75.78
Ujjain,2024-04,700000,Amoxicillin,Penicillin,Narrow,0,1980,23.18,75.78
Ujjain,2024-04,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2798,23.18,75.78
Ujjain,2024-04,700000,Azithromycin,Macrolide,Broad,0,2274,23.18,75.78
Ujjain,2024-04,700000,Cefixime,Cephalosporin,Broad,0,1563,23.18,75.78
Ujjain,2024-04,700000,Ceftriaxone,Cephalosporin,Broad,0,587,23.18,75.78
Ujjain,2024-04,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1505,23.18,75.78
Ujjain,2024-04,700000,Doxycycline,Tetracycline,Broad,0,1284,23.18,75.78
Ujjain,2024-04,700000,Metronidazole,Nitroimidazole,Narrow,0,1347,23.18,75.78
Ujjain,2024-04,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,1085,23.18,75.78
Ujjain,2024-04,700000,Meropenem,Carbapenem,Very Broad,0,67,23.18,75.78
Ujjain,2024-05,700000,Amoxicillin,Penicillin,Narrow,0,2008,23.18,75.78
Ujjain,2024-05,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2530,23.18,75.78
Ujjain,2024-05,700000,Azithromycin,Macrolide,Broad,0,2381,23.18,75.78
Ujjain,2024-05,700000,Cefixime,Cephalosporin,Broad,0,1476,23.18,75.78
Ujjain,2024-05,700000,Ceftriaxone,Cephalosporin,Broad,0,652,23.18,75.78
Ujjain,2024-05,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1569,23.18,75.78
Ujjain,2024-05,700000,Doxycycline,Tetracycline,Broad,0,1158,23.18,75.78
Ujjain,2024-05,700000,Metronidazole,Nitroimidazole,Narrow,0,1417,23.18,75.78
Ujjain,2024-05,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,1089,23.18,75.78
Ujjain,2024-05,700000,Meropenem,Carbapenem,Very Broad,0,82,23.18,75.78
Ujjain,2024-06,700000,Amoxicillin,Penicillin,Narrow,0,1767,23.18,75.78
Ujjain,2024-06,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,3009,23.18,75.78
Ujjain,2024-06,700000,Azithromycin,Macrolide,Broad,0,2046,23.18,75.78
Ujjain,2024-06,700000,Cefixime,Cephalosporin,Broad,0,1743,23.18,75.78
Ujjain,2024-06,700000,Ceftriaxone,Cephalosporin,Broad,0,613,23.18,75.78
Ujjain,2024-06,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1541,23.18,75.78
Ujjain,2024-06,700000,Doxycycline,Tetracycline,Broad,0,1244,23.18,75.78
Ujjain,2024-06,700000,Metronidazole,Nitroimidazole,Narrow,0,1127,23.18,75.78
Ujjain,2024-06,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,1074,23.18,75.78
Ujjain,2024-06,700000,Meropenem,Carbapenem,Very Broad,0,77,23.18,75.78
Ujjain,2024-07,700000,Amoxicillin,Penicillin,Narrow,0,1639,23.18,75.78
Ujjain,2024-07,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2516,23.18,75.78
Ujjain,2024-07,700000,Azithromycin,Macrolide,Broad,0,1918,23.18,75.78
Ujjain,2024-07,700000,Cefixime,Cephalosporin,Broad,0,1438,23.18,75.78
Ujjain,2024-07,700000,Ceftriaxone,Cephalosporin,Broad,0,598,23.18,75.78
Ujjain,2024-07,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1327,23.18,75.78
Ujjain,2024-07,700000,Doxycycline,Tetracycline,Broad,0,1136,23.18,75.78
Ujjain,2024-07,700000,Metronidazole,Nitroimidazole,Narrow,0,1105,23.18,75.78
Ujjain,2024-07,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,1173,23.18,75.78
Ujjain,2024-07,700000,Meropenem,Carbapenem,Very Broad,0,64,23.18,75.78
Ujjain,2024-08,700000,Amoxicillin,Penicillin,Narrow,0,1456,23.18,75.78
Ujjain,2024-08,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2689,23.18,75.78
Ujjain,2024-08,700000,Azithromycin,Macrolide,Broad,0,1651,23.18,75.78
Ujjain,2024-08,700000,Cefixime,Cephalosporin,Broad,0,1406,23.18,75.78
Ujjain,2024-08,700000,Ceftriaxone,Cephalosporin,Broad,0,578,23.18,75.78
Ujjain,2024-08,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1319,23.18,75.78
Ujjain,2024-08,700000,Doxycycline,Tetracycline,Broad,0,1158,23.18,75.78
Ujjain,2024-08,700000,Metronidazole,Nitroimidazole,Narrow,0,1201,23.18,75.78
Ujjain,2024-08,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,885,23.18,75.78
Ujjain,2024-08,700000,Meropenem,Carbapenem,Very Broad,0,68,23.18,75.78
Ujjain,2024-09,700000,Amoxicillin,Penicillin,Narrow,0,1458,23.18,75.78
Ujjain,2024-09,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2032,23.18,75.78
Ujjain,2024-09,700000,Azithromycin,Macrolide,Broad,0,1732,23.18,75.78
Ujjain,2024-09,700000,Cefixime,Cephalosporin,Broad,0,1120,23.18,75.78
Ujjain,2024-09,700000,Ceftriaxone,Cephalosporin,Broad,0,551,23.18,75.78
Ujjain,2024-09,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1057,23.18,75.78
Ujjain,2024-09,700000,Doxycycline,Tetracycline,Broad,0,1008,23.18,75.78
Ujjain,2024-09,700000,Metronidazole,Nitroimidazole,Narrow,0,955,23.18,75.78
Ujjain,2024-09,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,795,23.18,75.78
Ujjain,2024-09,700000,Meropenem,Carbapenem,Very Broad,0,67,23.18,75.78
Ujjain,2024-10,700000,Amoxicillin,Penicillin,Narrow,0,1559,23.18,75.78
Ujjain,2024-10,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2483,23.18,75.78
Ujjain,2024-10,700000,Azithromycin,Macrolide,Broad,0,1709,23.18,75.78
Ujjain,2024-10,700000,Cefixime,Cephalosporin,Broad,0,1441,23.18,75.78
Ujjain,2024-10,700000,Ceftriaxone,Cephalosporin,Broad,0,480,23.18,75.78
Ujjain,2024-10,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1291,23.18,75.78
Ujjain,2024-10,700000,Doxycycline,Tetracycline,Broad,0,970,23.18,75.78
Ujjain,2024-10,700000,Metronidazole,Nitroimidazole,Narrow,0,971,23.18,75.78
Ujjain,2024-10,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,914,23.18,75.78
Ujjain,2024-10,700000,Meropenem,Carbapenem,Very Broad,0,68,23.18,75.78
Ujjain,2024-11,700000,Amoxicillin,Penicillin,Narrow,0,1484,23.18,75.78
Ujjain,2024-11,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2313,23.18,75.78
Ujjain,2024-11,700000,Azithromycin,Macrolide,Broad,0,1969,23.18,75.78
Ujjain,2024-11,700000,Cefixime,Cephalosporin,Broad,0,1356,23.18,75.78
Ujjain,2024-11,700000,Ceftriaxone,Cephalosporin,Broad,0,575,23.18,75.78
Ujjain,2024-11,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1271,23.18,75.78
Ujjain,2024-11,700000,Doxycycline,Tetracycline,Broad,0,1096,23.18,75.78
Ujjain,2024-11,700000,Metronidazole,Nitroimidazole,Narrow,0,932,23.18,75.78
Ujjain,2024-11,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,891,23.18,75.78
Ujjain,2024-11,700000,Meropenem,Carbapenem,Very Broad,0,59,23.18,75.78
Ujjain,2024-12,700000,Amoxicillin,Penicillin,Narrow,0,1708,23.18,75.78
Ujjain,2024-12,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2316,23.18,75.78
Ujjain,2024-12,700000,Azithromycin,Macrolide,Broad,0,2019,23.18,75.78
Ujjain,2024-12,700000,Cefixime,Cephalosporin,Broad,0,1464,23.18,75.78
Ujjain,2024-12,700000,Ceftriaxone,Cephalosporin,Broad,0,488,23.18,75.78
Ujjain,2024-12,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1257,23.18,75.78
Ujjain,2024-12,700000,Doxycycline,Tetracycline,Broad,0,1107,23.18,75.78
Ujjain,2024-12,700000,Metronidazole,Nitroimidazole,Narrow,0,866,23.18,75.78
Ujjain,2024-12,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,874,23.18,75.78
Ujjain,2024-12,700000,Meropenem,Carbapenem,Very Broad,0,75,23.18,75.78
Ujjain,2025-01,700000,Amoxicillin,Penicillin,Narrow,0,1655,23.18,75.78
Ujjain,2025-01,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2799,23.18,75.78
Ujjain,2025-01,700000,Azithromycin,Macrolide,Broad,0,2184,23.18,75.78
Ujjain,2025-01,700000,Cefixime,Cephalosporin,Broad,0,1552,23.18,75.78
Ujjain,2025-01,700000,Ceftriaxone,Cephalosporin,Broad,0,606,23.18,75.78
Ujjain,2025-01,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1419,23.18,75.78
Ujjain,2025-01,700000,Doxycycline,Tetracycline,Broad,0,1104,23.18,75.78
Ujjain,2025-01,700000,Metronidazole,Nitroimidazole,Narrow,0,1282,23.18,75.78
Ujjain,2025-01,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,1149,23.18,75.78
Ujjain,2025-01,700000,Meropenem,Carbapenem,Very Broad,0,83,23.18,75.78
Ujjain,2025-02,700000,Amoxicillin,Penicillin,Narrow,0,1570,23.18,75.78
Ujjain,2025-02,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,3019,23.18,75.78
Ujjain,2025-02,700000,Azithromycin,Macrolide,Broad,0,2325,23.18,75.78
Ujjain,2025-02,700000,Cefixime,Cephalosporin,Broad,0,1602,23.18,75.78
Ujjain,2025-02,700000,Ceftriaxone,Cephalosporin,Broad,0,621,23.18,75.78
Ujjain,2025-02,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1524,23.18,75.78
Ujjain,2025-02,700000,Doxycycline,Tetracycline,Broad,0,1117,23.18,75.78
Ujjain,2025-02,700000,Metronidazole,Nitroimidazole,Narrow,0,1288,23.18,75.78
Ujjain,2025-02,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,1194,23.18,75.78
Ujjain,2025-02,700000,Meropenem,Carbapenem,Very Broad,0,89,23.18,75.78
Ujjain,2025-03,700000,Amoxicillin,Penicillin,Narrow,0,1578,23.18,75.78
Ujjain,2025-03,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,3007,23.18,75.78
Ujjain,2025-03,700000,Azithromycin,Macrolide,Broad,0,2697,23.18,75.78
Ujjain,2025-03,700000,Cefixime,Cephalosporin,Broad,0,1546,23.18,75.78
Ujjain,2025-03,700000,Ceftriaxone,Cephalosporin,Broad,0,686,23.18,75.78
Ujjain,2025-03,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1728,23.18,75.78
Ujjain,2025-03,700000,Doxycycline,Tetracycline,Broad,0,1346,23.18,75.78
Ujjain,2025-03,700000,Metronidazole,Nitroimidazole,Narrow,0,1518,23.18,75.78
Ujjain,2025-03,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,1100,23.18,75.78
Ujjain,2025-03,700000,Meropenem,Carbapenem,Very Broad,0,78,23.18,75.78
Ujjain,2025-04,700000,Amoxicillin,Penicillin,Narrow,0,1627,23.18,75.78
Ujjain,2025-04,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,3009,23.18,75.78
Ujjain,2025-04,700000,Azithromycin,Macrolide,Broad,0,2321,23.18,75.78
Ujjain,2025-04,700000,Cefixime,Cephalosporin,Broad,0,1823,23.18,75.78
Ujjain,2025-04,700000,Ceftriaxone,Cephalosporin,Broad,0,737,23.18,75.78
Ujjain,2025-04,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1652,23.18,75.78
Ujjain,2025-04,700000,Doxycycline,Tetracycline,Broad,0,1276,23.18,75.78
Ujjain,2025-04,700000,Metronidazole,Nitroimidazole,Narrow,0,1418,23.18,75.78
Ujjain,2025-04,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,1562,23.18,75.78
Ujjain,2025-04,700000,Meropenem,Carbapenem,Very Broad,0,92,23.18,75.78
Ujjain,2025-05,700000,Amoxicillin,Penicillin,Narrow,0,1588,23.18,75.78
Ujjain,2025-05,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2810,23.18,75.78
Ujjain,2025-05,700000,Azithromycin,Macrolide,Broad,0,2200,23.18,75.78
Ujjain,2025-05,700000,Cefixime,Cephalosporin,Broad,0,1584,23.18,75.78
Ujjain,2025-05,700000,Ceftriaxone,Cephalosporin,Broad,0,687,23.18,75.78
Ujjain,2025-05,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1766,23.18,75.78
Ujjain,2025-05,700000,Doxycycline,Tetracycline,Broad,0,1403,23.18,75.78
Ujjain,2025-05,700000,Metronidazole,Nitroimidazole,Narrow,0,1264,23.18,75.78
Ujjain,2025-05,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,1054,23.18,75.78
Ujjain,2025-05,700000,Meropenem,Carbapenem,Very Broad,0,93,23.18,75.78
Ujjain,2025-06,700000,Amoxicillin,Penicillin,Narrow,0,1476,23.18,75.78
Ujjain,2025-06,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2959,23.18,75.78
Ujjain,2025-06,700000,Azithromycin,Macrolide,Broad,0,2280,23.18,75.78
Ujjain,2025-06,700000,Cefixime,Cephalosporin,Broad,0,1293,23.18,75.78
Ujjain,2025-06,700000,Ceftriaxone,Cephalosporin,Broad,0,618,23.18,75.78
Ujjain,2025-06,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1481,23.18,75.78
Ujjain,2025-06,700000,Doxycycline,Tetracycline,Broad,0,1297,23.18,75.78
Ujjain,2025-06,700000,Metronidazole,Nitroimidazole,Narrow,0,1186,23.18,75.78
Ujjain,2025-06,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,1035,23.18,75.78
Ujjain,2025-06,700000,Meropenem,Carbapenem,Very Broad,0,85,23.18,75.78
Ujjain,2025-07,700000,Amoxicillin,Penicillin,Narrow,0,1674,23.18,75.78
Ujjain,2025-07,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2390,23.18,75.78
Ujjain,2025-07,700000,Azithromycin,Macrolide,Broad,0,1780,23.18,75.78
Ujjain,2025-07,700000,Cefixime,Cephalosporin,Broad,0,1568,23.18,75.78
Ujjain,2025-07,700000,Ceftriaxone,Cephalosporin,Broad,0,630,23.18,75.78
Ujjain,2025-07,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1499,23.18,75.78
Ujjain,2025-07,700000,Doxycycline,Tetracycline,Broad,0,1108,23.18,75.78
Ujjain,2025-07,700000,Metronidazole,Nitroimidazole,Narrow,0,1100,23.18,75.78
Ujjain,2025-07,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,1129,23.18,75.78
Ujjain,2025-07,700000,Meropenem,Carbapenem,Very Broad,0,66,23.18,75.78
Ujjain,2025-08,700000,Amoxicillin,Penicillin,Narrow,0,1683,23.18,75.78
Ujjain,2025-08,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2671,23.18,75.78
Ujjain,2025-08,700000,Azithromycin,Macrolide,Broad,0,1812,23.18,75.78
Ujjain,2025-08,700000,Cefixime,Cephalosporin,Broad,0,1333,23.18,75.78
Ujjain,2025-08,700000,Ceftriaxone,Cephalosporin,Broad,0,582,23.18,75.78
Ujjain,2025-08,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1211,23.18,75.78
Ujjain,2025-08,700000,Doxycycline,Tetracycline,Broad,0,1025,23.18,75.78
Ujjain,2025-08,700000,Metronidazole,Nitroimidazole,Narrow,0,1167,23.18,75.78
Ujjain,2025-08,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,1034,23.18,75.78
Ujjain,2025-08,700000,Meropenem,Carbapenem,Very Broad,0,66,23.18,75.78
Ujjain,2025-09,700000,Amoxicillin,Penicillin,Narrow,0,1517,23.18,75.78
Ujjain,2025-09,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2625,23.18,75.78
Ujjain,2025-09,700000,Azithromycin,Macrolide,Broad,0,1925,23.18,75.78
Ujjain,2025-09,700000,Cefixime,Cephalosporin,Broad,0,1455,23.18,75.78
Ujjain,2025-09,700000,Ceftriaxone,Cephalosporin,Broad,0,582,23.18,75.78
Ujjain,2025-09,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1366,23.18,75.78
Ujjain,2025-09,700000,Doxycycline,Tetracycline,Broad,0,947,23.18,75.78
Ujjain,2025-09,700000,Metronidazole,Nitroimidazole,Narrow,0,1057,23.18,75.78
Ujjain,2025-09,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,924,23.18,75.78
Ujjain,2025-09,700000,Meropenem,Carbapenem,Very Broad,0,66,23.18,75.78
Ujjain,2025-10,700000,Amoxicillin,Penicillin,Narrow,0,1512,23.18,75.78
Ujjain,2025-10,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2376,23.18,75.78
Ujjain,2025-10,700000,Azithromycin,Macrolide,Broad,0,1829,23.18,75.78
Ujjain,2025-10,700000,Cefixime,Cephalosporin,Broad,0,1250,23.18,75.78
Ujjain,2025-10,700000,Ceftriaxone,Cephalosporin,Broad,0,597,23.18,75.78
Ujjain,2025-10,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1282,23.18,75.78
Ujjain,2025-10,700000,Doxycycline,Tetracycline,Broad,0,950,23.18,75.78
Ujjain,2025-10,700000,Metronidazole,Nitroimidazole,Narrow,0,1035,23.18,75.78
Ujjain,2025-10,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,788,23.18,75.78
Ujjain,2025-10,700000,Meropenem,Carbapenem,Very Broad,0,66,23.18,75.78
Ujjain,2025-11,700000,Amoxicillin,Penicillin,Narrow,0,1402,23.18,75.78
Ujjain,2025-11,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2614,23.18,75.78
Ujjain,2025-11,700000,Azithromycin,Macrolide,Broad,0,1750,23.18,75.78
Ujjain,2025-11,700000,Cefixime,Cephalosporin,Broad,0,1412,23.18,75.78
Ujjain,2025-11,700000,Ceftriaxone,Cephalosporin,Broad,0,650,23.18,75.78
Ujjain,2025-11,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1368,23.18,75.78
Ujjain,2025-11,700000,Doxycycline,Tetracycline,Broad,0,1040,23.18,75.78
Ujjain,2025-11,700000,Metronidazole,Nitroimidazole,Narrow,0,975,23.18,75.78
Ujjain,2025-11,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,824,23.18,75.78
Ujjain,2025-11,700000,Meropenem,Carbapenem,Very Broad,0,65,23.18,75.78
Ujjain,2025-12,700000,Amoxicillin,Penicillin,Narrow,0,1443,23.18,75.78
Ujjain,2025-12,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2395,23.18,75.78
Ujjain,2025-12,700000,Azithromycin,Macrolide,Broad,0,2010,23.18,75.78
Ujjain,2025-12,700000,Cefixime,Cephalosporin,Broad,0,1454,23.18,75.78
Ujjain,2025-12,700000,Ceftriaxone,Cephalosporin,Broad,0,530,23.18,75.78
Ujjain,2025-12,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1257,23.18,75.78
Ujjain,2025-12,700000,Doxycycline,Tetracycline,Broad,0,1078,23.18,75.78
Ujjain,2025-12,700000,Metronidazole,Nitroimidazole,Narrow,0,1093,23.18,75.78
Ujjain,2025-12,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,1097,23.18,75.78
Ujjain,2025-12,700000,Meropenem,Carbapenem,Very Broad,0,72,23.18,75.78
Sagar,2024-01,700000,Amoxicillin,Penicillin,Narrow,0,1634,23.84,78.74
Sagar,2024-01,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2466,23.84,78.74
Sagar,2024-01,700000,Azithromycin,Macrolide,Broad,0,2008,23.84,78.74
Sagar,2024-01,700000,Cefixime,Cephalosporin,Broad,0,1277,23.84,78.74
Sagar,2024-01,700000,Ceftriaxone,Cephalosporin,Broad,0,663,23.84,78.74
Sagar,2024-01,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1220,23.84,78.74
Sagar,2024-01,700000,Doxycycline,Tetracycline,Broad,0,1147,23.84,78.74
Sagar,2024-01,700000,Metronidazole,Nitroimidazole,Narrow,0,1169,23.84,78.74
Sagar,2024-01,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,973,23.84,78.74
Sagar,2024-01,700000,Meropenem,Carbapenem,Very Broad,0,77,23.84,78.74
Sagar,2024-02,700000,Amoxicillin,Penicillin,Narrow,0,1610,23.84,78.74
Sagar,2024-02,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2876,23.84,78.74
Sagar,2024-02,700000,Azithromycin,Macrolide,Broad,0,2084,23.84,78.74
Sagar,2024-02,700000,Cefixime,Cephalosporin,Broad,0,1550,23.84,78.74
Sagar,2024-02,700000,Ceftriaxone,Cephalosporin,Broad,0,576,23.84,78.74
Sagar,2024-02,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1334,23.84,78.74
Sagar,2024-02,700000,Doxycycline,Tetracycline,Broad,0,1196,23.84,78.74
Sagar,2024-02,700000,Metronidazole,Nitroimidazole,Narrow,0,1256,23.84,78.74
Sagar,2024-02,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,910,23.84,78.74
Sagar,2024-02,700000,Meropenem,Carbapenem,Very Broad,0,79,23.84,78.74
Sagar,2024-03,700000,Amoxicillin,Penicillin,Narrow,0,1904,23.84,78.74
Sagar,2024-03,700000,Amoxicillin-Clavulanate,Penicillin + beta-lactamase inhibitor,Broad,1,2660,23.84,78.74
Sagar,2024-03,700000,Azithromycin,Macrolide,Broad,0,2032,23.84,78.74
Sagar,2024-03,700000,Cefixime,Cephalosporin,Broad,0,1588,23.84,78.74
Sagar,2024-03,700000,Ceftriaxone,Cephalosporin,Broad,0,613,23.84,78.74
Sagar,2024-03,700000,Ciprofloxacin,Fluoroquinolone,Broad,0,1634,23.84,78.74
Sagar,2024-03,700000,Doxycycline,Tetracycline,Broad,0,1228,23.84,78.74
Sagar,2024-03,700000,Metronidazole,Nitroimidazole,Narrow,0,1249,23.84,78.74
Sagar,2024-03,700000,Cotrimoxazole,Sulfonamide combination,Broad,1,1121,23.84,78.74
